type,full,abbr,wrong_vis,regex_vis
f_sp,Week7,WK7,week 7,week\s7(?![:digit:])
f_us,Week7,WK7,week_7,week\_7(?![:digit:])
abb_nosp,Week7,WK7,wk7,wk7(?![:digit:])
abb_sp,Week7,WK7,wk 7,wk\s7(?![:digit:])
abb_us,Week7,WK7,wk_7,wk\_7(?![:digit:])
s_nosp,Week8,WK8,w8,w8(?![:digit:])
s_sp,Week8,WK8,w 8,w\s8(?![:digit:])
s_us,Week8,WK8,w_8,w\_8(?![:digit:])
f_nosp,Week8,WK8,week8,week8(?![:digit:])
f_sp,Week8,WK8,week 8,week\s8(?![:digit:])
f_us,Week8,WK8,week_8,week\_8(?![:digit:])
abb_nosp,Week8,WK8,wk8,wk8(?![:digit:])
abb_sp,Week8,WK8,wk 8,wk\s8(?![:digit:])
abb_us,Week8,WK8,wk_8,wk\_8(?![:digit:])
s_nosp,Week9,WK9,w9,w9(?![:digit:])
s_sp,Week9,WK9,w 9,w\s9(?![:digit:])
s_us,Week9,WK9,w_9,w\_9(?![:digit:])
f_nosp,Week9,WK9,week9,week9(?![:digit:])
f_sp,Week9,WK9,week 9,week\s9(?![:digit:])
f_us,Week9,WK9,week_9,week\_9(?![:digit:])
abb_nosp,Week9,WK9,wk9,wk9(?![:digit:])
abb_sp,Week9,WK9,wk 9,wk\s9(?![:digit:])
abb_us,Week9,WK9,wk_9,wk\_9(?![:digit:])
s_nosp,Week10,WK10,w10,w10(?![:digit:])
s_sp,Week10,WK10,w 10,w\s10(?![:digit:])
s_us,Week10,WK10,w_10,w\_10(?![:digit:])
f_nosp,Week10,WK10,week10,week10(?![:digit:])
f_sp,Week10,WK10,week 10,week\s10(?![:digit:])
f_us,Week10,WK10,week_10,week\_10(?![:digit:])
abb_nosp,Week10,WK10,wk10,wk10(?![:digit:])
abb_sp,Week10,WK10,wk 10,wk\s10(?![:digit:])
abb_us,Week10,WK10,wk_10,wk\_10(?![:digit:])
s_nosp,Week11,WK11,w11,w11(?![:digit:])
s_sp,Week11,WK11,w 11,w\s11(?![:digit:])
s_us,Week11,WK11,w_11,w\_11(?![:digit:])
f_nosp,Week11,WK11,week11,week11(?![:digit:])
f_sp,Week11,WK11,week 11,week\s11(?![:digit:])
f_us,Week11,WK11,week_11,week\_11(?![:digit:])
abb_nosp,Week11,WK11,wk11,wk11(?![:digit:])
abb_sp,Week11,WK11,wk 11,wk\s11(?![:digit:])
abb_us,Week11,WK11,wk_11,wk\_11(?![:digit:])
s_nosp,Week12,WK12,w12,w12(?![:digit:])
s_sp,Week12,WK12,w 12,w\s12(?![:digit:])
s_us,Week12,WK12,w_12,w\_12(?![:digit:])
f_nosp,Week12,WK12,week12,week12(?![:digit:])
f_sp,Week12,WK12,week 12,week\s12(?![:digit:])
f_us,Week12,WK12,week_12,week\_12(?![:digit:])
abb_nosp,Week12,WK12,wk12,wk12(?![:digit:])
abb_sp,Week12,WK12,wk 12,wk\s12(?![:digit:])
abb_us,Week12,WK12,wk_12,wk\_12(?![:digit:])
s_nosp,Week13,WK13,w13,w13(?![:digit:])
s_sp,Week13,WK13,w 13,w\s13(?![:digit:])
s_us,Week13,WK13,w_13,w\_13(?![:digit:])
f_nosp,Week13,WK13,week13,week13(?![:digit:])
f_sp,Week13,WK13,week 13,week\s13(?![:digit:])
f_us,Week13,WK13,week_13,week\_13(?![:digit:])
abb_nosp,Week13,WK13,wk13,wk13(?![:digit:])
abb_sp,Week13,WK13,wk 13,wk\s13(?![:digit:])
abb_us,Week13,WK13,wk_13,wk\_13(?![:digit:])
s_nosp,Week14,WK14,w14,w14(?![:digit:])
s_sp,Week14,WK14,w 14,w\s14(?![:digit:])
s_us,Week14,WK14,w_14,w\_14(?![:digit:])
f_nosp,Week14,WK14,week14,week14(?![:digit:])
f_sp,Week14,WK14,week 14,week\s14(?![:digit:])
f_us,Week14,WK14,week_14,week\_14(?![:digit:])
abb_nosp,Week14,WK14,wk14,wk14(?![:digit:])
abb_sp,Week14,WK14,wk 14,wk\s14(?![:digit:])
abb_us,Week14,WK14,wk_14,wk\_14(?![:digit:])
s_nosp,Week15,WK15,w15,w15(?![:digit:])
s_sp,Week15,WK15,w 15,w\s15(?![:digit:])
s_us,Week15,WK15,w_15,w\_15(?![:digit:])
f_nosp,Week15,WK15,week15,week15(?![:digit:])
f_sp,Week15,WK15,week 15,week\s15(?![:digit:])
f_us,Week15,WK15,week_15,week\_15(?![:digit:])
abb_nosp,Week15,WK15,wk15,wk15(?![:digit:])
abb_sp,Week15,WK15,wk 15,wk\s15(?![:digit:])
abb_us,Week15,WK15,wk_15,wk\_15(?![:digit:])
s_nosp,Week16,WK16,w16,w16(?![:digit:])
s_sp,Week16,WK16,w 16,w\s16(?![:digit:])
s_us,Week16,WK16,w_16,w\_16(?![:digit:])
f_nosp,Week16,WK16,week16,week16(?![:digit:])
f_sp,Week16,WK16,week 16,week\s16(?![:digit:])
f_us,Week16,WK16,week_16,week\_16(?![:digit:])
abb_nosp,Week16,WK16,wk16,wk16(?![:digit:])
abb_sp,Week16,WK16,wk 16,wk\s16(?![:digit:])
abb_us,Week16,WK16,wk_16,wk\_16(?![:digit:])
s_nosp,Week17,WK17,w17,w17(?![:digit:])
s_sp,Week17,WK17,w 17,w\s17(?![:digit:])
s_us,Week17,WK17,w_17,w\_17(?![:digit:])
f_nosp,Week17,WK17,week17,week17(?![:digit:])
f_sp,Week17,WK17,week 17,week\s17(?![:digit:])
f_us,Week17,WK17,week_17,week\_17(?![:digit:])
abb_nosp,Week17,WK17,wk17,wk17(?![:digit:])
abb_sp,Week17,WK17,wk 17,wk\s17(?![:digit:])
abb_us,Week17,WK17,wk_17,wk\_17(?![:digit:])
s_nosp,Week18,WK18,w18,w18(?![:digit:])
s_sp,Week18,WK18,w 18,w\s18(?![:digit:])
s_us,Week18,WK18,w_18,w\_18(?![:digit:])
f_nosp,Week18,WK18,week18,week18(?![:digit:])
f_sp,Week18,WK18,week 18,week\s18(?![:digit:])
f_us,Week18,WK18,week_18,week\_18(?![:digit:])
abb_nosp,Week18,WK18,wk18,wk18(?![:digit:])
abb_sp,Week18,WK18,wk 18,wk\s18(?![:digit:])
abb_us,Week18,WK18,wk_18,wk\_18(?![:digit:])
s_nosp,Week19,WK19,w19,w19(?![:digit:])
s_sp,Week19,WK19,w 19,w\s19(?![:digit:])
s_us,Week19,WK19,w_19,w\_19(?![:digit:])
f_nosp,Week19,WK19,week19,week19(?![:digit:])
f_sp,Week19,WK19,week 19,week\s19(?![:digit:])
f_us,Week19,WK19,week_19,week\_19(?![:digit:])
abb_nosp,Week19,WK19,wk19,wk19(?![:digit:])
abb_sp,Week19,WK19,wk 19,wk\s19(?![:digit:])
abb_us,Week19,WK19,wk_19,wk\_19(?![:digit:])
s_nosp,Week20,WK20,w20,w20(?![:digit:])
s_sp,Week20,WK20,w 20,w\s20(?![:digit:])
s_us,Week20,WK20,w_20,w\_20(?![:digit:])
f_nosp,Week20,WK20,week20,week20(?![:digit:])
f_sp,Week20,WK20,week 20,week\s20(?![:digit:])
f_us,Week20,WK20,week_20,week\_20(?![:digit:])
abb_nosp,Week20,WK20,wk20,wk20(?![:digit:])
abb_sp,Week20,WK20,wk 20,wk\s20(?![:digit:])
abb_us,Week20,WK20,wk_20,wk\_20(?![:digit:])
s_nosp,Week21,WK21,w21,w21(?![:digit:])
s_sp,Week21,WK21,w 21,w\s21(?![:digit:])
s_us,Week21,WK21,w_21,w\_21(?![:digit:])
f_nosp,Week21,WK21,week21,week21(?![:digit:])
f_sp,Week21,WK21,week 21,week\s21(?![:digit:])
f_us,Week21,WK21,week_21,week\_21(?![:digit:])
abb_nosp,Week21,WK21,wk21,wk21(?![:digit:])
abb_sp,Week21,WK21,wk 21,wk\s21(?![:digit:])
abb_us,Week21,WK21,wk_21,wk\_21(?![:digit:])
s_nosp,Week22,WK22,w22,w22(?![:digit:])
s_sp,Week22,WK22,w 22,w\s22(?![:digit:])
s_us,Week22,WK22,w_22,w\_22(?![:digit:])
f_nosp,Week22,WK22,week22,week22(?![:digit:])
f_sp,Week22,WK22,week 22,week\s22(?![:digit:])
f_us,Week22,WK22,week_22,week\_22(?![:digit:])
abb_nosp,Week22,WK22,wk22,wk22(?![:digit:])
abb_sp,Week22,WK22,wk 22,wk\s22(?![:digit:])
abb_us,Week22,WK22,wk_22,wk\_22(?![:digit:])
s_nosp,Week23,WK23,w23,w23(?![:digit:])
s_sp,Week23,WK23,w 23,w\s23(?![:digit:])
s_us,Week23,WK23,w_23,w\_23(?![:digit:])
f_nosp,Week23,WK23,week23,week23(?![:digit:])
f_sp,Week23,WK23,week 23,week\s23(?![:digit:])
f_us,Week23,WK23,week_23,week\_23(?![:digit:])
abb_nosp,Week23,WK23,wk23,wk23(?![:digit:])
abb_sp,Week23,WK23,wk 23,wk\s23(?![:digit:])
abb_us,Week23,WK23,wk_23,wk\_23(?![:digit:])
s_nosp,Week24,WK24,w24,w24(?![:digit:])
s_sp,Week24,WK24,w 24,w\s24(?![:digit:])
s_us,Week24,WK24,w_24,w\_24(?![:digit:])
f_nosp,Week24,WK24,week24,week24(?![:digit:])
f_sp,Week24,WK24,week 24,week\s24(?![:digit:])
f_us,Week24,WK24,week_24,week\_24(?![:digit:])
abb_nosp,Week24,WK24,wk24,wk24(?![:digit:])
abb_sp,Week24,WK24,wk 24,wk\s24(?![:digit:])
abb_us,Week24,WK24,wk_24,wk\_24(?![:digit:])
s_nosp,Week25,WK25,w25,w25(?![:digit:])
s_sp,Week25,WK25,w 25,w\s25(?![:digit:])
s_us,Week25,WK25,w_25,w\_25(?![:digit:])
f_nosp,Week25,WK25,week25,week25(?![:digit:])
f_sp,Week25,WK25,week 25,week\s25(?![:digit:])
f_us,Week25,WK25,week_25,week\_25(?![:digit:])
abb_nosp,Week25,WK25,wk25,wk25(?![:digit:])
abb_sp,Week25,WK25,wk 25,wk\s25(?![:digit:])
abb_us,Week25,WK25,wk_25,wk\_25(?![:digit:])
s_nosp,Week26,WK26,w26,w26(?![:digit:])
s_sp,Week26,WK26,w 26,w\s26(?![:digit:])
s_us,Week26,WK26,w_26,w\_26(?![:digit:])
f_nosp,Week26,WK26,week26,week26(?![:digit:])
f_sp,Week26,WK26,week 26,week\s26(?![:digit:])
f_us,Week26,WK26,week_26,week\_26(?![:digit:])
abb_nosp,Week26,WK26,wk26,wk26(?![:digit:])
abb_sp,Week26,WK26,wk 26,wk\s26(?![:digit:])
abb_us,Week26,WK26,wk_26,wk\_26(?![:digit:])
s_nosp,Week27,WK27,w27,w27(?![:digit:])
s_sp,Week27,WK27,w 27,w\s27(?![:digit:])
s_us,Week27,WK27,w_27,w\_27(?![:digit:])
f_nosp,Week27,WK27,week27,week27(?![:digit:])
f_sp,Week27,WK27,week 27,week\s27(?![:digit:])
f_us,Week27,WK27,week_27,week\_27(?![:digit:])
abb_nosp,Week27,WK27,wk27,wk27(?![:digit:])
abb_sp,Week27,WK27,wk 27,wk\s27(?![:digit:])
abb_us,Week27,WK27,wk_27,wk\_27(?![:digit:])
s_nosp,Week28,WK28,w28,w28(?![:digit:])
s_sp,Week28,WK28,w 28,w\s28(?![:digit:])
s_us,Week28,WK28,w_28,w\_28(?![:digit:])
f_nosp,Week28,WK28,week28,week28(?![:digit:])
f_sp,Week28,WK28,week 28,week\s28(?![:digit:])
f_us,Week28,WK28,week_28,week\_28(?![:digit:])
abb_nosp,Week28,WK28,wk28,wk28(?![:digit:])
abb_sp,Week28,WK28,wk 28,wk\s28(?![:digit:])
abb_us,Week28,WK28,wk_28,wk\_28(?![:digit:])
s_nosp,Week29,WK29,w29,w29(?![:digit:])
s_sp,Week29,WK29,w 29,w\s29(?![:digit:])
s_us,Week29,WK29,w_29,w\_29(?![:digit:])
f_nosp,Week29,WK29,week29,week29(?![:digit:])
f_sp,Week29,WK29,week 29,week\s29(?![:digit:])
f_us,Week29,WK29,week_29,week\_29(?![:digit:])
abb_nosp,Week29,WK29,wk29,wk29(?![:digit:])
abb_sp,Week29,WK29,wk 29,wk\s29(?![:digit:])
abb_us,Week29,WK29,wk_29,wk\_29(?![:digit:])
s_nosp,Week30,WK30,w30,w30(?![:digit:])
s_sp,Week30,WK30,w 30,w\s30(?![:digit:])
s_us,Week30,WK30,w_30,w\_30(?![:digit:])
f_nosp,Week30,WK30,week30,week30(?![:digit:])
f_sp,Week30,WK30,week 30,week\s30(?![:digit:])
f_us,Week30,WK30,week_30,week\_30(?![:digit:])
abb_nosp,Week30,WK30,wk30,wk30(?![:digit:])
abb_sp,Week30,WK30,wk 30,wk\s30(?![:digit:])
abb_us,Week30,WK30,wk_30,wk\_30(?![:digit:])
s_nosp,Week31,WK31,w31,w31(?![:digit:])
s_sp,Week31,WK31,w 31,w\s31(?![:digit:])
s_us,Week31,WK31,w_31,w\_31(?![:digit:])
f_nosp,Week31,WK31,week31,week31(?![:digit:])
f_sp,Week31,WK31,week 31,week\s31(?![:digit:])
f_us,Week31,WK31,week_31,week\_31(?![:digit:])
abb_nosp,Week31,WK31,wk31,wk31(?![:digit:])
abb_sp,Week31,WK31,wk 31,wk\s31(?![:digit:])
abb_us,Week31,WK31,wk_31,wk\_31(?![:digit:])
s_nosp,Week32,WK32,w32,w32(?![:digit:])
s_sp,Week32,WK32,w 32,w\s32(?![:digit:])
s_us,Week32,WK32,w_32,w\_32(?![:digit:])
f_nosp,Week32,WK32,week32,week32(?![:digit:])
f_sp,Week32,WK32,week 32,week\s32(?![:digit:])
f_us,Week32,WK32,week_32,week\_32(?![:digit:])
abb_nosp,Week32,WK32,wk32,wk32(?![:digit:])
abb_sp,Week32,WK32,wk 32,wk\s32(?![:digit:])
abb_us,Week32,WK32,wk_32,wk\_32(?![:digit:])
s_nosp,Week33,WK33,w33,w33(?![:digit:])
s_sp,Week33,WK33,w 33,w\s33(?![:digit:])
s_us,Week33,WK33,w_33,w\_33(?![:digit:])
f_nosp,Week33,WK33,week33,week33(?![:digit:])
f_sp,Week33,WK33,week 33,week\s33(?![:digit:])
f_us,Week33,WK33,week_33,week\_33(?![:digit:])
abb_nosp,Week33,WK33,wk33,wk33(?![:digit:])
abb_sp,Week33,WK33,wk 33,wk\s33(?![:digit:])
abb_us,Week33,WK33,wk_33,wk\_33(?![:digit:])
s_nosp,Week34,WK34,w34,w34(?![:digit:])
s_sp,Week34,WK34,w 34,w\s34(?![:digit:])
s_us,Week34,WK34,w_34,w\_34(?![:digit:])
f_nosp,Week34,WK34,week34,week34(?![:digit:])
f_sp,Week34,WK34,week 34,week\s34(?![:digit:])
f_us,Week34,WK34,week_34,week\_34(?![:digit:])
abb_nosp,Week34,WK34,wk34,wk34(?![:digit:])
abb_sp,Week34,WK34,wk 34,wk\s34(?![:digit:])
abb_us,Week34,WK34,wk_34,wk\_34(?![:digit:])
s_nosp,Week35,WK35,w35,w35(?![:digit:])
s_sp,Week35,WK35,w 35,w\s35(?![:digit:])
s_us,Week35,WK35,w_35,w\_35(?![:digit:])
f_nosp,Week35,WK35,week35,week35(?![:digit:])
f_sp,Week35,WK35,week 35,week\s35(?![:digit:])
f_us,Week35,WK35,week_35,week\_35(?![:digit:])
abb_nosp,Week35,WK35,wk35,wk35(?![:digit:])
abb_sp,Week35,WK35,wk 35,wk\s35(?![:digit:])
abb_us,Week35,WK35,wk_35,wk\_35(?![:digit:])
s_nosp,Week36,WK36,w36,w36(?![:digit:])
s_sp,Week36,WK36,w 36,w\s36(?![:digit:])
s_us,Week36,WK36,w_36,w\_36(?![:digit:])
f_nosp,Week36,WK36,week36,week36(?![:digit:])
f_sp,Week36,WK36,week 36,week\s36(?![:digit:])
f_us,Week36,WK36,week_36,week\_36(?![:digit:])
abb_nosp,Week36,WK36,wk36,wk36(?![:digit:])
abb_sp,Week36,WK36,wk 36,wk\s36(?![:digit:])
abb_us,Week36,WK36,wk_36,wk\_36(?![:digit:])
s_nosp,Week37,WK37,w37,w37(?![:digit:])
s_sp,Week37,WK37,w 37,w\s37(?![:digit:])
s_us,Week37,WK37,w_37,w\_37(?![:digit:])
f_nosp,Week37,WK37,week37,week37(?![:digit:])
f_sp,Week37,WK37,week 37,week\s37(?![:digit:])
f_us,Week37,WK37,week_37,week\_37(?![:digit:])
abb_nosp,Week37,WK37,wk37,wk37(?![:digit:])
abb_sp,Week37,WK37,wk 37,wk\s37(?![:digit:])
abb_us,Week37,WK37,wk_37,wk\_37(?![:digit:])
s_nosp,Week38,WK38,w38,w38(?![:digit:])
s_sp,Week38,WK38,w 38,w\s38(?![:digit:])
s_us,Week38,WK38,w_38,w\_38(?![:digit:])
f_nosp,Week38,WK38,week38,week38(?![:digit:])
f_sp,Week38,WK38,week 38,week\s38(?![:digit:])
f_us,Week38,WK38,week_38,week\_38(?![:digit:])
abb_nosp,Week38,WK38,wk38,wk38(?![:digit:])
abb_sp,Week38,WK38,wk 38,wk\s38(?![:digit:])
abb_us,Week38,WK38,wk_38,wk\_38(?![:digit:])
s_nosp,Week39,WK39,w39,w39(?![:digit:])
s_sp,Week39,WK39,w 39,w\s39(?![:digit:])
s_us,Week39,WK39,w_39,w\_39(?![:digit:])
f_nosp,Week39,WK39,week39,week39(?![:digit:])
f_sp,Week39,WK39,week 39,week\s39(?![:digit:])
f_us,Week39,WK39,week_39,week\_39(?![:digit:])
abb_nosp,Week39,WK39,wk39,wk39(?![:digit:])
abb_sp,Week39,WK39,wk 39,wk\s39(?![:digit:])
abb_us,Week39,WK39,wk_39,wk\_39(?![:digit:])
s_nosp,Week40,WK40,w40,w40(?![:digit:])
s_sp,Week40,WK40,w 40,w\s40(?![:digit:])
s_us,Week40,WK40,w_40,w\_40(?![:digit:])
f_nosp,Week40,WK40,week40,week40(?![:digit:])
f_sp,Week40,WK40,week 40,week\s40(?![:digit:])
f_us,Week40,WK40,week_40,week\_40(?![:digit:])
abb_nosp,Week40,WK40,wk40,wk40(?![:digit:])
abb_sp,Week40,WK40,wk 40,wk\s40(?![:digit:])
abb_us,Week40,WK40,wk_40,wk\_40(?![:digit:])
s_nosp,Week41,WK41,w41,w41(?![:digit:])
s_sp,Week41,WK41,w 41,w\s41(?![:digit:])
s_us,Week41,WK41,w_41,w\_41(?![:digit:])
f_nosp,Week41,WK41,week41,week41(?![:digit:])
f_sp,Week41,WK41,week 41,week\s41(?![:digit:])
f_us,Week41,WK41,week_41,week\_41(?![:digit:])
abb_nosp,Week41,WK41,wk41,wk41(?![:digit:])
abb_sp,Week41,WK41,wk 41,wk\s41(?![:digit:])
abb_us,Week41,WK41,wk_41,wk\_41(?![:digit:])
s_nosp,Week42,WK42,w42,w42(?![:digit:])
s_sp,Week42,WK42,w 42,w\s42(?![:digit:])
s_us,Week42,WK42,w_42,w\_42(?![:digit:])
f_nosp,Week42,WK42,week42,week42(?![:digit:])
f_sp,Week42,WK42,week 42,week\s42(?![:digit:])
f_us,Week42,WK42,week_42,week\_42(?![:digit:])
abb_nosp,Week42,WK42,wk42,wk42(?![:digit:])
abb_sp,Week42,WK42,wk 42,wk\s42(?![:digit:])
abb_us,Week42,WK42,wk_42,wk\_42(?![:digit:])
s_nosp,Week43,WK43,w43,w43(?![:digit:])
s_sp,Week43,WK43,w 43,w\s43(?![:digit:])
s_us,Week43,WK43,w_43,w\_43(?![:digit:])
f_nosp,Week43,WK43,week43,week43(?![:digit:])
f_sp,Week43,WK43,week 43,week\s43(?![:digit:])
f_us,Week43,WK43,week_43,week\_43(?![:digit:])
abb_nosp,Week43,WK43,wk43,wk43(?![:digit:])
abb_sp,Week43,WK43,wk 43,wk\s43(?![:digit:])
abb_us,Week43,WK43,wk_43,wk\_43(?![:digit:])
s_nosp,Week44,WK44,w44,w44(?![:digit:])
s_sp,Week44,WK44,w 44,w\s44(?![:digit:])
s_us,Week44,WK44,w_44,w\_44(?![:digit:])
f_nosp,Week44,WK44,week44,week44(?![:digit:])
f_sp,Week44,WK44,week 44,week\s44(?![:digit:])
f_us,Week44,WK44,week_44,week\_44(?![:digit:])
abb_nosp,Week44,WK44,wk44,wk44(?![:digit:])
abb_sp,Week44,WK44,wk 44,wk\s44(?![:digit:])
abb_us,Week44,WK44,wk_44,wk\_44(?![:digit:])
s_nosp,Week45,WK45,w45,w45(?![:digit:])
s_sp,Week45,WK45,w 45,w\s45(?![:digit:])
s_us,Week45,WK45,w_45,w\_45(?![:digit:])
f_nosp,Week45,WK45,week45,week45(?![:digit:])
f_sp,Week45,WK45,week 45,week\s45(?![:digit:])
f_us,Week45,WK45,week_45,week\_45(?![:digit:])
abb_nosp,Week45,WK45,wk45,wk45(?![:digit:])
abb_sp,Week45,WK45,wk 45,wk\s45(?![:digit:])
abb_us,Week45,WK45,wk_45,wk\_45(?![:digit:])
s_nosp,Week46,WK46,w46,w46(?![:digit:])
s_sp,Week46,WK46,w 46,w\s46(?![:digit:])
s_us,Week46,WK46,w_46,w\_46(?![:digit:])
f_nosp,Week46,WK46,week46,week46(?![:digit:])
f_sp,Week46,WK46,week 46,week\s46(?![:digit:])
f_us,Week46,WK46,week_46,week\_46(?![:digit:])
abb_nosp,Week46,WK46,wk46,wk46(?![:digit:])
abb_sp,Week46,WK46,wk 46,wk\s46(?![:digit:])
abb_us,Week46,WK46,wk_46,wk\_46(?![:digit:])
s_nosp,Week47,WK47,w47,w47(?![:digit:])
s_sp,Week47,WK47,w 47,w\s47(?![:digit:])
s_us,Week47,WK47,w_47,w\_47(?![:digit:])
f_nosp,Week47,WK47,week47,week47(?![:digit:])
f_sp,Week47,WK47,week 47,week\s47(?![:digit:])
f_us,Week47,WK47,week_47,week\_47(?![:digit:])
abb_nosp,Week47,WK47,wk47,wk47(?![:digit:])
abb_sp,Week47,WK47,wk 47,wk\s47(?![:digit:])
abb_us,Week47,WK47,wk_47,wk\_47(?![:digit:])
s_nosp,Week48,WK48,w48,w48(?![:digit:])
s_sp,Week48,WK48,w 48,w\s48(?![:digit:])
s_us,Week48,WK48,w_48,w\_48(?![:digit:])
f_nosp,Week48,WK48,week48,week48(?![:digit:])
f_sp,Week48,WK48,week 48,week\s48(?![:digit:])
f_us,Week48,WK48,week_48,week\_48(?![:digit:])
abb_nosp,Week48,WK48,wk48,wk48(?![:digit:])
abb_sp,Week48,WK48,wk 48,wk\s48(?![:digit:])
abb_us,Week48,WK48,wk_48,wk\_48(?![:digit:])
s_nosp,Week49,WK49,w49,w49(?![:digit:])
s_sp,Week49,WK49,w 49,w\s49(?![:digit:])
s_us,Week49,WK49,w_49,w\_49(?![:digit:])
f_nosp,Week49,WK49,week49,week49(?![:digit:])
f_sp,Week49,WK49,week 49,week\s49(?![:digit:])
f_us,Week49,WK49,week_49,week\_49(?![:digit:])
abb_nosp,Week49,WK49,wk49,wk49(?![:digit:])
abb_sp,Week49,WK49,wk 49,wk\s49(?![:digit:])
abb_us,Week49,WK49,wk_49,wk\_49(?![:digit:])
s_nosp,Week50,WK50,w50,w50(?![:digit:])
s_sp,Week50,WK50,w 50,w\s50(?![:digit:])
s_us,Week50,WK50,w_50,w\_50(?![:digit:])
f_nosp,Week50,WK50,week50,week50(?![:digit:])
f_sp,Week50,WK50,week 50,week\s50(?![:digit:])
f_us,Week50,WK50,week_50,week\_50(?![:digit:])
abb_nosp,Week50,WK50,wk50,wk50(?![:digit:])
abb_sp,Week50,WK50,wk 50,wk\s50(?![:digit:])
abb_us,Week50,WK50,wk_50,wk\_50(?![:digit:])
s_nosp,Week51,WK51,w51,w51(?![:digit:])
s_sp,Week51,WK51,w 51,w\s51(?![:digit:])
s_us,Week51,WK51,w_51,w\_51(?![:digit:])
f_nosp,Week51,WK51,week51,week51(?![:digit:])
f_sp,Week51,WK51,week 51,week\s51(?![:digit:])
f_us,Week51,WK51,week_51,week\_51(?![:digit:])
abb_nosp,Week51,WK51,wk51,wk51(?![:digit:])
abb_sp,Week51,WK51,wk 51,wk\s51(?![:digit:])
abb_us,Week51,WK51,wk_51,wk\_51(?![:digit:])
s_nosp,Week52,WK52,w52,w52(?![:digit:])
s_sp,Week52,WK52,w 52,w\s52(?![:digit:])
s_us,Week52,WK52,w_52,w\_52(?![:digit:])
f_nosp,Week52,WK52,week52,week52(?![:digit:])
f_sp,Week52,WK52,week 52,week\s52(?![:digit:])
f_us,Week52,WK52,week_52,week\_52(?![:digit:])
abb_nosp,Week52,WK52,wk52,wk52(?![:digit:])
abb_sp,Week52,WK52,wk 52,wk\s52(?![:digit:])
abb_us,Week52,WK52,wk_52,wk\_52(?![:digit:])
s_nosp,Week53,WK53,w53,w53(?![:digit:])
s_sp,Week53,WK53,w 53,w\s53(?![:digit:])
s_us,Week53,WK53,w_53,w\_53(?![:digit:])
f_nosp,Week53,WK53,week53,week53(?![:digit:])
f_sp,Week53,WK53,week 53,week\s53(?![:digit:])
f_us,Week53,WK53,week_53,week\_53(?![:digit:])
abb_nosp,Week53,WK53,wk53,wk53(?![:digit:])
abb_sp,Week53,WK53,wk 53,wk\s53(?![:digit:])
abb_us,Week53,WK53,wk_53,wk\_53(?![:digit:])
s_nosp,Week54,WK54,w54,w54(?![:digit:])
s_sp,Week54,WK54,w 54,w\s54(?![:digit:])
s_us,Week54,WK54,w_54,w\_54(?![:digit:])
f_nosp,Week54,WK54,week54,week54(?![:digit:])
f_sp,Week54,WK54,week 54,week\s54(?![:digit:])
f_us,Week54,WK54,week_54,week\_54(?![:digit:])
abb_nosp,Week54,WK54,wk54,wk54(?![:digit:])
abb_sp,Week54,WK54,wk 54,wk\s54(?![:digit:])
abb_us,Week54,WK54,wk_54,wk\_54(?![:digit:])
s_nosp,Week55,WK55,w55,w55(?![:digit:])
s_sp,Week55,WK55,w 55,w\s55(?![:digit:])
s_us,Week55,WK55,w_55,w\_55(?![:digit:])
f_nosp,Week55,WK55,week55,week55(?![:digit:])
f_sp,Week55,WK55,week 55,week\s55(?![:digit:])
f_us,Week55,WK55,week_55,week\_55(?![:digit:])
abb_nosp,Week55,WK55,wk55,wk55(?![:digit:])
abb_sp,Week55,WK55,wk 55,wk\s55(?![:digit:])
abb_us,Week55,WK55,wk_55,wk\_55(?![:digit:])
s_nosp,Week56,WK56,w56,w56(?![:digit:])
s_sp,Week56,WK56,w 56,w\s56(?![:digit:])
s_us,Week56,WK56,w_56,w\_56(?![:digit:])
f_nosp,Week56,WK56,week56,week56(?![:digit:])
f_sp,Week56,WK56,week 56,week\s56(?![:digit:])
f_us,Week56,WK56,week_56,week\_56(?![:digit:])
abb_nosp,Week56,WK56,wk56,wk56(?![:digit:])
abb_sp,Week56,WK56,wk 56,wk\s56(?![:digit:])
abb_us,Week56,WK56,wk_56,wk\_56(?![:digit:])
s_nosp,Week57,WK57,w57,w57(?![:digit:])
s_sp,Week57,WK57,w 57,w\s57(?![:digit:])
s_us,Week57,WK57,w_57,w\_57(?![:digit:])
f_nosp,Week57,WK57,week57,week57(?![:digit:])
f_sp,Week57,WK57,week 57,week\s57(?![:digit:])
f_us,Week57,WK57,week_57,week\_57(?![:digit:])
abb_nosp,Week57,WK57,wk57,wk57(?![:digit:])
abb_sp,Week57,WK57,wk 57,wk\s57(?![:digit:])
abb_us,Week57,WK57,wk_57,wk\_57(?![:digit:])
s_nosp,Week58,WK58,w58,w58(?![:digit:])
s_sp,Week58,WK58,w 58,w\s58(?![:digit:])
s_us,Week58,WK58,w_58,w\_58(?![:digit:])
f_nosp,Week58,WK58,week58,week58(?![:digit:])
f_sp,Week58,WK58,week 58,week\s58(?![:digit:])
f_us,Week58,WK58,week_58,week\_58(?![:digit:])
abb_nosp,Week58,WK58,wk58,wk58(?![:digit:])
abb_sp,Week58,WK58,wk 58,wk\s58(?![:digit:])
abb_us,Week58,WK58,wk_58,wk\_58(?![:digit:])
s_nosp,Week59,WK59,w59,w59(?![:digit:])
